accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
7871,Hyderabad,Telangana,17.217279,78.518074,2023-02-01,13:00,13,Wednesday,0,urban,4,0,fog,low,24,low,poor road,major,3,1,0,None,0.45
7872,Chennai,Tamil Nadu,12.827074,80.13191,2025-02-17,19:00,19,Monday,0,urban,4,1,clear,high,24,low,weather,minor,1,1,1,None,0.25
7873,Mumbai,Maharashtra,18.947837,72.81234,2022-08-31,2:00,2,Wednesday,0,rural,1,1,clear,high,30,medium,drunk driving,fatal,5,5,0,None,0.3
7874,Pune,Maharashtra,18.467289,73.831702,2024-03-12,19:00,19,Tuesday,0,urban,2,1,clear,high,29,low,poor road,major,1,1,1,None,0.25
7875,Chandigarh,Punjab,30.639111,76.791537,2022-05-15,9:00,9,Sunday,1,highway,3,1,fog,low,34,high,poor road,minor,3,0,1,None,0.8
7876,Chandigarh,Punjab,30.625174,76.812883,2024-12-16,13:00,13,Monday,0,highway,3,1,fog,low,39,medium,overspeeding,fatal,2,2,0,None,0.65
7877,Delhi,Delhi,28.874924,76.873585,2022-01-23,17:00,17,Sunday,1,highway,3,1,rain,low,29,low,drunk driving,minor,4,0,1,None,0.6
7878,Pune,Maharashtra,18.447278,73.992859,2024-04-02,14:00,14,Tuesday,0,rural,1,0,fog,low,31,low,drunk driving,minor,4,3,0,None,0.45
7879,Kolkata,West Bengal,22.586151,88.331787,2023-01-15,1:00,1,Sunday,1,urban,4,0,clear,high,16,low,distraction,major,1,1,0,None,0.1
7880,Chandigarh,Punjab,30.76113,76.703048,2023-03-18,22:00,22,Saturday,1,highway,1,1,fog,low,20,low,poor road,major,4,2,0,None,0.45
7881,Kolkata,West Bengal,22.463007,88.372673,2024-11-20,21:00,21,Wednesday,0,highway,3,0,rain,low,37,low,poor road,fatal,2,2,0,None,0.65
7882,Pune,Maharashtra,18.679536,73.725689,2025-01-09,12:00,12,Thursday,0,rural,4,1,rain,medium,15,high,overspeeding,minor,3,3,0,None,0.45
7883,Chennai,Tamil Nadu,12.942687,80.173551,2023-07-04,3:00,3,Tuesday,0,highway,2,0,rain,low,40,low,drunk driving,minor,3,3,0,None,0.45
7884,Mumbai,Maharashtra,18.887933,72.734909,2023-04-19,23:00,23,Wednesday,0,rural,6,0,clear,high,37,low,overspeeding,major,1,1,0,None,0.1
7885,Pune,Maharashtra,18.65749,73.833754,2022-04-21,10:00,10,Thursday,0,urban,2,0,clear,high,38,medium,drunk driving,minor,2,0,1,None,0.25
7886,Bangalore,Karnataka,13.103007,77.489773,2022-05-01,21:00,21,Sunday,1,rural,3,0,clear,high,23,low,overspeeding,minor,3,0,0,None,0.1
7887,Chandigarh,Punjab,30.613339,76.742008,2024-10-03,2:00,2,Thursday,0,highway,4,0,clear,high,21,low,overspeeding,minor,1,1,0,None,0.1
7888,Hyderabad,Telangana,17.374818,78.23939,2023-07-15,17:00,17,Saturday,1,urban,1,1,fog,low,37,high,poor road,major,1,0,1,None,0.8
7889,Chennai,Tamil Nadu,13.184485,80.191928,2024-12-07,23:00,23,Saturday,1,rural,6,1,rain,low,37,low,poor road,major,5,0,0,None,0.45
7890,Mumbai,Maharashtra,19.010017,72.845977,2023-01-03,22:00,22,Tuesday,0,urban,1,0,fog,low,35,high,distraction,major,3,1,0,None,0.65
7891,Mumbai,Maharashtra,19.020643,72.894863,2023-09-15,7:00,7,Friday,0,urban,1,1,fog,low,19,high,distraction,major,5,4,0,None,0.65
7892,Kolkata,West Bengal,22.556337,88.457789,2022-07-12,11:00,11,Tuesday,0,highway,3,1,clear,high,20,medium,weather,minor,2,2,0,None,0.1
7893,Chennai,Tamil Nadu,13.082649,80.236719,2022-10-03,17:00,17,Monday,0,urban,2,1,fog,low,20,high,poor road,fatal,1,1,1,None,1.0
7894,Mumbai,Maharashtra,19.064717,72.858536,2022-02-01,11:00,11,Tuesday,0,highway,3,1,rain,medium,24,high,poor road,minor,1,0,0,None,0.45
7895,Chandigarh,Punjab,30.758098,76.77111,2023-09-02,15:00,15,Saturday,1,urban,3,1,fog,low,21,medium,overspeeding,minor,4,4,0,None,0.45
7896,Mumbai,Maharashtra,19.114333,72.840597,2023-03-11,20:00,20,Saturday,1,highway,1,0,clear,high,18,high,overspeeding,minor,4,0,0,None,0.3
7897,Kolkata,West Bengal,22.498733,88.44132,2023-10-29,22:00,22,Sunday,1,highway,4,0,fog,low,26,medium,distraction,major,5,3,0,None,0.45
7898,Kolkata,West Bengal,22.570766,88.407623,2024-09-30,0:00,0,Monday,0,rural,2,1,fog,low,23,low,distraction,major,5,5,0,None,0.45
7899,Hyderabad,Telangana,17.419341,78.315047,2024-08-20,11:00,11,Tuesday,0,rural,1,0,fog,low,16,high,overspeeding,major,2,2,0,None,0.65
7900,Mumbai,Maharashtra,19.13834,72.857542,2025-01-18,17:00,17,Saturday,1,rural,6,0,clear,high,38,low,poor road,minor,3,1,1,None,0.25
7901,Delhi,Delhi,28.492172,76.934352,2024-11-27,17:00,17,Wednesday,0,urban,2,1,rain,medium,19,high,drunk driving,minor,4,4,1,None,0.6
7902,Bangalore,Karnataka,13.161854,77.451876,2022-10-10,6:00,6,Monday,0,rural,4,1,fog,low,20,low,overspeeding,minor,2,1,0,None,0.45
7903,Kolkata,West Bengal,22.63795,88.212299,2023-11-23,22:00,22,Thursday,0,rural,5,0,rain,low,23,low,weather,minor,5,0,0,None,0.45
7904,Mumbai,Maharashtra,18.921454,72.929479,2022-10-28,13:00,13,Friday,0,highway,3,0,fog,low,18,high,overspeeding,minor,3,3,0,None,0.65
7905,Kolkata,West Bengal,22.610451,88.39417,2022-09-11,15:00,15,Sunday,1,highway,2,1,clear,high,32,high,overspeeding,major,3,0,0,None,0.3
7906,Pune,Maharashtra,18.471716,73.841469,2023-02-06,16:00,16,Monday,0,urban,4,1,rain,low,39,medium,weather,fatal,1,1,0,None,0.65
7907,Chennai,Tamil Nadu,13.042529,80.281697,2023-03-11,3:00,3,Saturday,1,rural,3,0,rain,low,38,low,drunk driving,fatal,5,5,0,None,0.65
7908,Chennai,Tamil Nadu,13.131492,80.223459,2024-08-07,11:00,11,Wednesday,0,rural,2,1,fog,low,38,high,poor road,minor,2,2,0,None,0.65
7909,Chennai,Tamil Nadu,13.166682,80.166906,2024-01-31,7:00,7,Wednesday,0,highway,5,1,clear,high,22,medium,distraction,major,1,1,0,None,0.1
7910,Chandigarh,Punjab,30.664651,76.876688,2022-04-10,17:00,17,Sunday,1,rural,6,1,clear,high,26,high,distraction,minor,1,1,1,None,0.45
7911,Chennai,Tamil Nadu,12.992936,80.241523,2024-11-12,17:00,17,Tuesday,0,urban,6,0,rain,medium,16,medium,drunk driving,minor,1,0,1,None,0.4
7912,Chennai,Tamil Nadu,12.912718,80.27314,2023-09-29,15:00,15,Friday,0,urban,4,1,clear,high,21,medium,weather,minor,4,0,0,None,0.1
7913,Kolkata,West Bengal,22.622599,88.459719,2022-03-27,19:00,19,Sunday,1,rural,5,0,rain,low,22,high,weather,minor,2,1,1,None,0.8
7914,Delhi,Delhi,28.430464,76.819428,2024-04-26,10:00,10,Friday,0,rural,3,1,clear,high,36,high,drunk driving,minor,1,1,1,None,0.45
7915,Hyderabad,Telangana,17.576294,78.445542,2023-07-17,7:00,7,Monday,0,urban,6,1,fog,low,20,high,distraction,minor,2,0,0,None,0.65
7916,Delhi,Delhi,28.882481,77.047769,2024-12-16,1:00,1,Monday,0,rural,6,1,clear,high,16,low,distraction,minor,2,1,0,None,0.1
7917,Mumbai,Maharashtra,19.196264,72.776816,2023-02-09,21:00,21,Thursday,0,highway,5,0,clear,high,20,low,overspeeding,minor,4,2,0,None,0.1
7918,Mumbai,Maharashtra,19.131219,72.927133,2023-06-18,20:00,20,Sunday,1,urban,1,0,rain,medium,15,low,overspeeding,major,4,2,0,None,0.25
7919,Chandigarh,Punjab,30.614188,76.858177,2023-10-31,12:00,12,Tuesday,0,rural,5,0,clear,high,39,low,poor road,fatal,1,1,0,None,0.3
7920,Delhi,Delhi,28.694609,76.810198,2025-02-14,19:00,19,Friday,0,urban,5,1,clear,high,23,high,poor road,fatal,5,5,1,None,0.65
7921,Chandigarh,Punjab,30.739741,76.814306,2024-04-11,8:00,8,Thursday,0,urban,5,0,fog,low,25,high,weather,major,2,2,1,None,0.8
7922,Pune,Maharashtra,18.617037,73.837563,2022-07-15,20:00,20,Friday,0,urban,4,0,fog,low,22,high,poor road,major,4,3,0,None,0.65
7923,Delhi,Delhi,28.688973,76.8819,2024-05-10,5:00,5,Friday,0,urban,6,0,clear,high,39,low,poor road,minor,3,2,0,None,0.1
7924,Kolkata,West Bengal,22.684128,88.300837,2023-04-06,21:00,21,Thursday,0,urban,5,1,clear,high,28,low,weather,minor,4,4,0,None,0.1
7925,Hyderabad,Telangana,17.369209,78.527745,2024-07-12,20:00,20,Friday,0,highway,4,1,rain,medium,32,low,drunk driving,fatal,3,3,0,None,0.45
7926,Hyderabad,Telangana,17.237979,78.24139,2023-05-06,14:00,14,Saturday,1,highway,6,1,fog,low,22,low,distraction,major,1,1,0,None,0.45
7927,Pune,Maharashtra,18.591027,73.849305,2023-07-18,16:00,16,Tuesday,0,highway,2,1,clear,high,37,medium,poor road,major,1,0,0,None,0.1
7928,Bangalore,Karnataka,13.075089,77.712605,2024-05-08,0:00,0,Wednesday,0,rural,1,0,rain,medium,15,medium,distraction,major,3,0,0,None,0.25
7929,Kolkata,West Bengal,22.555081,88.474856,2024-04-01,5:00,5,Monday,0,urban,4,0,fog,low,34,low,drunk driving,minor,4,1,0,None,0.45
7930,Pune,Maharashtra,18.521913,73.740138,2022-07-17,15:00,15,Sunday,1,urban,1,0,fog,low,19,high,poor road,major,3,1,0,None,0.65
7931,Kolkata,West Bengal,22.544399,88.469358,2022-02-12,1:00,1,Saturday,1,rural,4,0,rain,low,32,medium,weather,major,4,0,0,None,0.45
7932,Bangalore,Karnataka,12.82141,77.419024,2022-01-04,11:00,11,Tuesday,0,highway,4,0,clear,high,30,low,distraction,minor,1,1,0,None,0.1
7933,Kolkata,West Bengal,22.439897,88.400428,2022-07-12,13:00,13,Tuesday,0,rural,1,0,rain,medium,27,medium,poor road,fatal,1,1,0,None,0.45
7934,Kolkata,West Bengal,22.404468,88.271095,2023-02-16,12:00,12,Thursday,0,urban,1,1,clear,high,16,high,weather,minor,5,4,0,None,0.3
7935,Delhi,Delhi,28.743753,76.918518,2025-03-05,12:00,12,Wednesday,0,urban,4,1,fog,low,25,low,weather,fatal,3,3,0,None,0.65
7936,Delhi,Delhi,28.462257,76.920732,2024-08-10,18:00,18,Saturday,1,highway,2,0,fog,low,15,high,poor road,minor,4,4,1,None,0.8
7937,Mumbai,Maharashtra,19.161703,72.959452,2024-07-28,8:00,8,Sunday,1,highway,2,0,fog,low,23,high,overspeeding,minor,3,3,1,None,0.8
7938,Kolkata,West Bengal,22.519074,88.273875,2025-03-19,21:00,21,Wednesday,0,urban,2,1,clear,high,17,high,distraction,major,5,5,0,None,0.3
7939,Mumbai,Maharashtra,18.858292,72.724679,2023-04-25,3:00,3,Tuesday,0,highway,4,1,clear,high,19,low,drunk driving,minor,3,1,0,None,0.1
7940,Chennai,Tamil Nadu,12.840965,80.199741,2022-01-15,2:00,2,Saturday,1,highway,1,0,clear,high,24,low,weather,major,2,2,0,None,0.1
7941,Pune,Maharashtra,18.512389,73.887685,2023-01-22,18:00,18,Sunday,1,highway,6,0,rain,medium,16,medium,drunk driving,minor,2,2,1,None,0.4
7942,Chennai,Tamil Nadu,12.896553,80.297995,2022-03-15,14:00,14,Tuesday,0,rural,6,1,fog,low,33,medium,weather,minor,4,4,0,None,0.45
7943,Pune,Maharashtra,18.441142,73.718585,2023-02-07,17:00,17,Tuesday,0,urban,6,0,clear,high,25,high,weather,minor,2,1,1,None,0.45
7944,Hyderabad,Telangana,17.380852,78.203426,2022-12-15,14:00,14,Thursday,0,rural,2,0,fog,low,38,high,drunk driving,major,3,0,0,None,0.65
7945,Delhi,Delhi,28.767231,77.208253,2023-08-15,10:00,10,Tuesday,0,highway,2,0,clear,high,20,medium,poor road,minor,2,2,1,None,0.25
7946,Pune,Maharashtra,18.575638,73.923839,2024-12-20,6:00,6,Friday,0,highway,3,0,fog,low,29,medium,poor road,minor,3,0,0,None,0.45
7947,Bangalore,Karnataka,12.976971,77.507575,2022-02-23,21:00,21,Wednesday,0,urban,6,1,clear,high,28,high,poor road,minor,2,2,0,None,0.3
7948,Hyderabad,Telangana,17.392915,78.30541,2023-03-09,14:00,14,Thursday,0,highway,4,1,clear,high,27,high,drunk driving,minor,1,0,0,None,0.3
7949,Pune,Maharashtra,18.463128,73.91656,2023-01-16,0:00,0,Monday,0,rural,2,0,rain,medium,37,low,overspeeding,minor,1,1,0,None,0.25
7950,Hyderabad,Telangana,17.22494,78.427889,2022-02-27,23:00,23,Sunday,1,rural,3,0,clear,high,32,medium,drunk driving,minor,5,0,0,None,0.1
7951,Pune,Maharashtra,18.629516,73.855371,2024-04-11,23:00,23,Thursday,0,rural,6,0,rain,low,16,medium,distraction,minor,3,0,0,None,0.45
7952,Kolkata,West Bengal,22.643841,88.424733,2024-04-09,7:00,7,Tuesday,0,urban,2,0,fog,low,17,low,drunk driving,minor,4,2,0,None,0.45
7953,Mumbai,Maharashtra,19.205152,72.807652,2022-07-07,1:00,1,Thursday,0,rural,1,0,rain,low,31,high,drunk driving,minor,3,1,0,None,0.65
7954,Mumbai,Maharashtra,18.882265,72.840487,2022-04-10,12:00,12,Sunday,1,urban,5,1,rain,low,21,high,overspeeding,fatal,4,4,0,None,0.85
7955,Kolkata,West Bengal,22.611403,88.436412,2025-01-07,1:00,1,Tuesday,0,highway,4,1,clear,high,38,medium,weather,major,3,3,0,None,0.1
7956,Mumbai,Maharashtra,18.996755,72.857324,2025-03-14,17:00,17,Friday,0,rural,3,1,rain,medium,32,high,weather,fatal,4,4,1,None,0.8
7957,Delhi,Delhi,28.458585,77.244541,2023-05-24,13:00,13,Wednesday,0,rural,2,1,fog,low,35,low,poor road,minor,1,1,0,None,0.45
7958,Bangalore,Karnataka,12.819686,77.6252,2024-02-10,11:00,11,Saturday,1,highway,6,1,rain,medium,37,medium,weather,minor,1,1,0,None,0.25
7959,Pune,Maharashtra,18.56797,73.987189,2023-05-27,14:00,14,Saturday,1,rural,3,0,clear,high,38,low,drunk driving,minor,4,1,0,None,0.1
7960,Kolkata,West Bengal,22.53829,88.443748,2023-03-08,13:00,13,Wednesday,0,rural,5,0,clear,high,19,high,weather,minor,5,2,0,Holi,0.4
7961,Chennai,Tamil Nadu,13.010861,80.291499,2024-11-07,6:00,6,Thursday,0,urban,6,1,fog,low,33,medium,overspeeding,minor,4,3,0,None,0.45
7962,Bangalore,Karnataka,12.901246,77.409762,2022-10-26,1:00,1,Wednesday,0,rural,6,0,fog,low,23,low,drunk driving,fatal,1,1,0,None,0.65
7963,Hyderabad,Telangana,17.514353,78.57539,2024-06-22,20:00,20,Saturday,1,rural,6,0,clear,high,32,low,weather,minor,5,1,0,None,0.1
7964,Chandigarh,Punjab,30.68494,76.884652,2022-01-07,13:00,13,Friday,0,rural,6,0,fog,low,17,high,overspeeding,major,1,0,0,None,0.65
7965,Delhi,Delhi,28.791711,77.00453,2024-03-19,21:00,21,Tuesday,0,highway,2,0,clear,high,22,low,poor road,minor,1,0,0,None,0.1
7966,Pune,Maharashtra,18.500845,73.911693,2022-12-12,5:00,5,Monday,0,urban,6,0,rain,low,35,low,poor road,fatal,4,4,0,None,0.65
7967,Pune,Maharashtra,18.568535,73.896855,2024-09-24,2:00,2,Tuesday,0,rural,4,1,rain,medium,18,low,drunk driving,major,5,4,0,None,0.25
7968,Mumbai,Maharashtra,19.132733,72.843132,2024-10-24,10:00,10,Thursday,0,highway,5,0,clear,high,26,high,weather,fatal,1,1,1,None,0.65
7969,Mumbai,Maharashtra,19.048976,72.938333,2025-04-07,5:00,5,Monday,0,urban,5,1,fog,low,19,low,distraction,fatal,4,4,0,None,0.65
7970,Bangalore,Karnataka,13.08528,77.620121,2022-02-24,11:00,11,Thursday,0,urban,4,0,clear,high,21,high,drunk driving,minor,3,3,0,None,0.3
7971,Kolkata,West Bengal,22.439403,88.469635,2022-09-17,13:00,13,Saturday,1,highway,2,1,rain,low,33,medium,drunk driving,fatal,4,4,0,None,0.65
7972,Hyderabad,Telangana,17.258574,78.537715,2024-01-01,10:00,10,Monday,0,rural,1,0,rain,low,28,medium,overspeeding,major,1,0,1,None,0.6
7973,Hyderabad,Telangana,17.234164,78.532825,2022-06-25,7:00,7,Saturday,1,rural,1,1,fog,low,33,medium,drunk driving,minor,2,1,0,None,0.45
7974,Chandigarh,Punjab,30.721137,76.729999,2025-04-03,21:00,21,Thursday,0,highway,2,1,clear,high,15,low,distraction,fatal,4,4,0,None,0.3
7975,Chandigarh,Punjab,30.768583,76.818823,2022-10-07,14:00,14,Friday,0,rural,6,1,rain,medium,27,medium,distraction,minor,4,2,0,None,0.25
7976,Pune,Maharashtra,18.59091,73.797154,2022-12-09,8:00,8,Friday,0,rural,1,1,fog,low,39,high,poor road,minor,4,4,1,None,0.8
7977,Chandigarh,Punjab,30.789382,76.841199,2023-07-02,21:00,21,Sunday,1,rural,5,0,fog,low,27,low,distraction,major,1,1,0,None,0.45
7978,Chandigarh,Punjab,30.743374,76.836882,2022-02-04,9:00,9,Friday,0,urban,4,0,clear,high,27,high,weather,major,1,0,1,None,0.45
7979,Pune,Maharashtra,18.628792,73.85942,2023-12-29,1:00,1,Friday,0,rural,6,1,clear,high,30,low,weather,major,3,3,0,None,0.1
7980,Pune,Maharashtra,18.58951,73.865989,2024-12-29,14:00,14,Sunday,1,rural,6,1,clear,high,28,high,drunk driving,major,3,3,0,None,0.3
7981,Kolkata,West Bengal,22.622896,88.287929,2025-03-24,12:00,12,Monday,0,highway,3,1,fog,low,18,high,drunk driving,minor,2,2,0,None,0.65
7982,Chandigarh,Punjab,30.608721,76.882569,2022-04-04,17:00,17,Monday,0,rural,6,0,fog,low,26,medium,overspeeding,major,2,0,1,None,0.6
7983,Kolkata,West Bengal,22.635427,88.206598,2023-12-08,13:00,13,Friday,0,urban,3,0,clear,high,39,high,poor road,minor,1,1,0,None,0.3
7984,Chandigarh,Punjab,30.791799,76.847917,2023-05-20,21:00,21,Saturday,1,urban,3,0,rain,medium,17,low,overspeeding,minor,1,1,0,None,0.25
7985,Pune,Maharashtra,18.481437,73.836261,2024-03-11,6:00,6,Monday,0,rural,6,0,clear,high,35,low,drunk driving,minor,4,0,0,None,0.1
7986,Chennai,Tamil Nadu,13.185886,80.262931,2024-07-17,22:00,22,Wednesday,0,urban,4,0,clear,high,33,low,poor road,minor,2,0,0,None,0.1
7987,Hyderabad,Telangana,17.352374,78.539456,2025-04-14,11:00,11,Monday,0,highway,1,0,fog,low,26,low,distraction,minor,1,0,0,None,0.45
7988,Pune,Maharashtra,18.517952,73.95168,2024-08-05,0:00,0,Monday,0,highway,3,1,clear,high,38,medium,overspeeding,minor,3,3,0,None,0.1
7989,Chennai,Tamil Nadu,13.115744,80.107631,2022-06-18,10:00,10,Saturday,1,highway,5,0,clear,high,23,low,overspeeding,major,2,2,1,None,0.25
7990,Chandigarh,Punjab,30.660088,76.852015,2023-08-26,10:00,10,Saturday,1,rural,3,0,fog,low,18,high,weather,minor,2,1,1,None,0.8
7991,Bangalore,Karnataka,12.928899,77.72634,2023-03-23,16:00,16,Thursday,0,highway,6,0,clear,high,39,low,poor road,minor,5,2,0,None,0.1
7992,Hyderabad,Telangana,17.540306,78.449058,2023-06-02,14:00,14,Friday,0,rural,5,1,clear,high,32,low,poor road,fatal,3,3,0,None,0.3
7993,Chandigarh,Punjab,30.710612,76.856585,2023-01-11,13:00,13,Wednesday,0,highway,3,1,rain,low,40,medium,poor road,minor,4,3,0,None,0.45
7994,Chennai,Tamil Nadu,12.860119,80.251774,2023-11-21,15:00,15,Tuesday,0,rural,2,0,fog,low,33,medium,weather,fatal,5,5,0,None,0.65
7995,Chennai,Tamil Nadu,12.998938,80.145635,2024-03-26,20:00,20,Tuesday,0,urban,6,1,clear,high,36,low,overspeeding,minor,3,0,0,None,0.1
7996,Delhi,Delhi,28.696419,77.132926,2024-04-16,6:00,6,Tuesday,0,rural,4,0,clear,high,25,high,overspeeding,minor,2,1,0,None,0.3
7997,Kolkata,West Bengal,22.612866,88.368192,2022-04-01,15:00,15,Friday,0,rural,1,0,clear,high,18,medium,overspeeding,fatal,3,3,0,None,0.3
7998,Kolkata,West Bengal,22.527911,88.233762,2024-06-21,8:00,8,Friday,0,rural,2,1,clear,high,27,medium,weather,minor,2,1,1,None,0.25
7999,Chennai,Tamil Nadu,12.800877,80.249289,2024-04-03,22:00,22,Wednesday,0,highway,3,1,rain,low,38,low,weather,major,2,1,0,None,0.45
8000,Bangalore,Karnataka,13.085618,77.474252,2025-01-24,18:00,18,Friday,0,urban,5,1,fog,low,29,medium,distraction,major,3,2,1,None,0.6
8001,Chennai,Tamil Nadu,12.829556,80.231628,2024-08-22,12:00,12,Thursday,0,urban,6,0,rain,low,40,high,drunk driving,major,5,5,0,None,0.65
8002,Delhi,Delhi,28.671234,76.929094,2022-03-02,10:00,10,Wednesday,0,urban,1,0,clear,high,32,high,poor road,fatal,3,3,1,None,0.65
8003,Bangalore,Karnataka,12.806367,77.773761,2024-03-21,8:00,8,Thursday,0,highway,1,1,clear,high,37,medium,poor road,fatal,3,3,1,None,0.45
8004,Pune,Maharashtra,18.54235,73.791194,2024-11-07,1:00,1,Thursday,0,highway,5,1,clear,high,28,low,overspeeding,minor,3,1,0,None,0.1
8005,Bangalore,Karnataka,12.875131,77.650631,2024-11-13,8:00,8,Wednesday,0,highway,6,1,fog,low,16,high,distraction,minor,2,0,1,None,0.8
8006,Pune,Maharashtra,18.58844,73.895382,2024-05-12,2:00,2,Sunday,1,highway,2,1,clear,high,25,low,overspeeding,minor,2,0,0,None,0.1
8007,Chandigarh,Punjab,30.729328,76.820325,2022-09-12,7:00,7,Monday,0,rural,1,1,rain,medium,21,high,poor road,minor,4,3,0,None,0.45
8008,Kolkata,West Bengal,22.580106,88.474785,2023-03-18,2:00,2,Saturday,1,urban,6,1,clear,high,30,low,weather,minor,4,2,0,None,0.1
8009,Chandigarh,Punjab,30.627064,76.756842,2024-12-03,19:00,19,Tuesday,0,rural,1,0,fog,low,22,high,weather,minor,2,0,1,None,0.8
8010,Delhi,Delhi,28.45335,77.299163,2022-01-08,16:00,16,Saturday,1,rural,6,1,clear,high,16,low,overspeeding,minor,5,2,0,None,0.1
8011,Hyderabad,Telangana,17.306867,78.296138,2023-12-28,4:00,4,Thursday,0,urban,2,1,clear,high,35,low,drunk driving,minor,3,3,0,None,0.1
8012,Chennai,Tamil Nadu,12.829391,80.15389,2024-09-30,3:00,3,Monday,0,urban,2,1,fog,low,26,low,drunk driving,minor,4,1,0,None,0.45
8013,Bangalore,Karnataka,12.820506,77.44974,2023-03-11,3:00,3,Saturday,1,highway,1,0,rain,low,39,low,poor road,major,2,1,0,None,0.45
8014,Delhi,Delhi,28.498915,77.123624,2024-11-09,20:00,20,Saturday,1,rural,1,1,fog,low,38,medium,drunk driving,minor,5,0,0,None,0.45
8015,Delhi,Delhi,28.451421,76.987843,2025-01-19,7:00,7,Sunday,1,urban,2,1,clear,high,24,low,poor road,minor,2,1,0,None,0.1
8016,Delhi,Delhi,28.621226,77.214557,2023-12-03,4:00,4,Sunday,1,rural,1,1,rain,low,24,high,poor road,fatal,2,2,0,None,0.85
8017,Delhi,Delhi,28.597421,77.240647,2024-08-07,8:00,8,Wednesday,0,rural,5,0,fog,low,18,high,poor road,minor,5,1,1,None,0.8
8018,Chandigarh,Punjab,30.611653,76.763027,2022-06-14,11:00,11,Tuesday,0,rural,5,0,rain,low,21,medium,poor road,minor,4,2,0,None,0.45
8019,Mumbai,Maharashtra,18.908727,72.800092,2022-07-29,7:00,7,Friday,0,rural,1,1,fog,low,36,high,poor road,fatal,3,3,0,None,0.85
8020,Delhi,Delhi,28.484521,76.980976,2022-05-21,5:00,5,Saturday,1,rural,3,0,rain,low,18,high,poor road,minor,3,1,0,None,0.65
8021,Bangalore,Karnataka,12.845366,77.763935,2023-07-15,10:00,10,Saturday,1,highway,6,1,clear,high,31,high,overspeeding,major,2,1,1,None,0.45
8022,Mumbai,Maharashtra,18.926941,72.920782,2024-09-02,15:00,15,Monday,0,rural,6,0,clear,high,22,high,drunk driving,minor,4,0,0,None,0.3
8023,Mumbai,Maharashtra,19.208952,72.770538,2025-01-24,23:00,23,Friday,0,highway,4,1,fog,low,37,low,drunk driving,major,4,2,0,None,0.45
8024,Hyderabad,Telangana,17.470316,78.597978,2022-05-09,3:00,3,Monday,0,highway,1,0,rain,medium,33,low,poor road,minor,1,0,0,None,0.25
8025,Kolkata,West Bengal,22.440242,88.390674,2024-12-15,17:00,17,Sunday,1,urban,1,1,rain,low,19,high,drunk driving,minor,3,2,1,None,0.8
8026,Chennai,Tamil Nadu,13.090865,80.149062,2023-07-03,9:00,9,Monday,0,highway,1,1,clear,high,23,low,weather,fatal,1,1,1,None,0.45
8027,Kolkata,West Bengal,22.442687,88.388039,2022-10-07,9:00,9,Friday,0,rural,1,0,fog,low,38,medium,overspeeding,fatal,4,4,1,None,0.8
8028,Chandigarh,Punjab,30.611017,76.700457,2022-09-21,22:00,22,Wednesday,0,highway,1,1,clear,high,31,medium,poor road,major,2,2,0,None,0.1
8029,Delhi,Delhi,28.429088,77.105668,2024-06-09,5:00,5,Sunday,1,urban,2,0,rain,medium,24,high,distraction,minor,1,0,0,None,0.45
8030,Pune,Maharashtra,18.693514,73.756329,2023-08-21,0:00,0,Monday,0,highway,3,1,fog,low,27,medium,distraction,minor,1,1,0,None,0.45
8031,Bangalore,Karnataka,13.070787,77.43946,2024-06-30,11:00,11,Sunday,1,urban,3,1,rain,low,24,high,weather,minor,2,1,0,None,0.65
8032,Chandigarh,Punjab,30.608192,76.854275,2024-05-19,21:00,21,Sunday,1,rural,6,1,clear,high,40,low,drunk driving,minor,4,1,0,None,0.1
8033,Chennai,Tamil Nadu,13.166047,80.273016,2023-09-15,21:00,21,Friday,0,highway,4,0,fog,low,35,low,distraction,minor,3,3,0,None,0.45
8034,Mumbai,Maharashtra,19.278411,72.895847,2022-06-08,4:00,4,Wednesday,0,highway,3,1,clear,high,20,low,overspeeding,major,5,2,0,None,0.1
8035,Kolkata,West Bengal,22.558365,88.49463,2023-11-21,18:00,18,Tuesday,0,highway,2,0,clear,high,20,high,distraction,major,4,4,1,None,0.45
